file,subsystem,LOC,score_0_30,grade,main_issues
backend/src/admin/routes/llmCost.routes.ts,backend.other,194,20,B,runtime_side_effects
backend/src/analytics/rollups/dailyRollup.job.ts,backend.other,393,17,C,weak_contract_enforcement|runtime_side_effects
backend/src/analytics/rollups/hourlyRollup.job.ts,backend.other,367,17,C,weak_contract_enforcement|runtime_side_effects
backend/src/app.ts,backend.other,275,15,D,weak_contract_enforcement|runtime_side_effects|non_specific_error_handling
backend/src/bootstrap/container.ts,backend.other,254,18,C,runtime_side_effects
backend/src/controllers/adminTelemetry.controller.ts,backend.controllers,595,17,C,weak_contract_enforcement|runtime_side_effects
backend/src/controllers/chat.controller.ts,backend.controllers,325,16,C,weak_contract_enforcement|weak_observability
backend/src/controllers/editing.controller.ts,backend.controllers,581,16,C,weak_observability
backend/src/controllers/rag.controller.ts,backend.controllers,229,16,C,weak_contract_enforcement|weak_observability
backend/src/data_banks/__bank_generation_report.any.json,databanks,44,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/ambiguity/ambiguity_negatives.any.json,databanks,249,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/ambiguity/ambiguity_overlays.any.json,databanks,441,16,C,non_specific_error_handling|weak_observability
backend/src/data_banks/ambiguity/ambiguity_rank_features.any.json,databanks,293,15,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/ambiguity/ambiguity_tests.any.json,databanks,297,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/ambiguity/clarification_phrases.any.json,databanks,199,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/ambiguity/confidence_calibration.any.json,databanks,229,15,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/ambiguity/disambiguation_policies.any.json,databanks,276,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/ambiguity/disambiguation_render_policy.any.json,databanks,255,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/ambiguity/option_labeling_rules.any.json,databanks,242,15,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/build_pattern_bank.ts,databanks,203,18,C,runtime_side_effects
backend/src/data_banks/dataBankRegistry.ts,databanks,1234,14,D,weak_contract_enforcement|runtime_side_effects
backend/src/data_banks/dictionaries/allybi_font_aliases.any.json,databanks,71,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/dictionaries/connectors_synonyms.en.json,databanks,49,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/dictionaries/connectors_synonyms.pt.json,databanks,49,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/dictionaries/editing_synonyms.en.json,databanks,63,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/dictionaries/editing_synonyms.pt.json,databanks,61,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/dictionaries/file_actions_synonyms.en.json,databanks,44,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/dictionaries/file_actions_synonyms.pt.json,databanks,45,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/fallbacks/fallback_extraction_recovery.any.json,databanks,122,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/fallbacks/fallback_not_found_scope.any.json,databanks,106,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/fallbacks/fallback_processing.any.json,databanks,139,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/fallbacks/fallback_router.any.json,databanks,347,16,C,weak_contract_enforcement
backend/src/data_banks/fallbacks/fallback_scope_empty.any.json,databanks,107,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/formatting/answer_closers.any.json,databanks,151,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/formatting/answer_openers.any.json,databanks,132,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/formatting/answer_style_policy.any.json,databanks,479,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/formatting/banned_phrases.any.json,databanks,257,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/formatting/boilerplate_phrases.any.json,databanks,120,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/formatting/bolding_rules.any.json,databanks,199,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/formatting/bullet_rules.any.json,databanks,145,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/formatting/citation_styles.any.json,databanks,181,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/formatting/followup_templates.any.json,databanks,200,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/formatting/list_styles.any.json,databanks,90,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/formatting/paragraph_rules.any.json,databanks,153,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/formatting/quote_styles.any.json,databanks,139,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/formatting/render_policy.any.json,databanks,267,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/formatting/table_rules.any.json,databanks,127,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/formatting/table_styles.any.json,databanks,145,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/formatting/truncation_and_limits.any.json,databanks,246,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/generators/generateAllBanks.ts,databanks,1253,12,D,weak_contract_enforcement|runtime_side_effects|non_specific_error_handling
backend/src/data_banks/generators/generateCapabilitiesCatalog.ts,databanks,200,13,D,weak_contract_enforcement|runtime_side_effects|non_specific_error_handling
backend/src/data_banks/generators/parallel_bank_generator.ts,databanks,608,18,C,runtime_side_effects
backend/src/data_banks/intent_patterns/docx.en.any.json,databanks,2678,9,D,god_file_size|weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/intent_patterns/docx.pt.any.json,databanks,2645,9,D,god_file_size|weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/intent_patterns/excel.en.any.json,databanks,2676,13,D,god_file_size|non_specific_error_handling|weak_observability
backend/src/data_banks/intent_patterns/excel.pt.any.json,databanks,2681,10,D,god_file_size|weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/lexicons/common.en.any.json,databanks,114,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/lexicons/common.pt.any.json,databanks,121,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/lexicons/docx.en.any.json,databanks,97,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/lexicons/docx.pt.any.json,databanks,95,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/lexicons/excel.en.any.json,databanks,105,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/lexicons/excel.pt.any.json,databanks,103,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/manifest/bank_aliases.any.json,databanks,171,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/manifest/bank_checksums.any.json,databanks,227,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/manifest/bank_dependencies.any.json,databanks,250,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/manifest/bank_manifest.any.json,databanks,290,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/manifest/bank_registry.any.json,databanks,4918,10,D,god_file_size|non_specific_error_handling|weak_observability
backend/src/data_banks/manifest/environments.any.json,databanks,178,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/manifest/feature_flags.any.json,databanks,160,16,C,weak_contract_enforcement|non_specific_error_handling
backend/src/data_banks/manifest/languages.any.json,databanks,163,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/manifest/versioning.any.json,databanks,247,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/allybi_response_style.any.json,databanks,47,16,C,weak_contract_enforcement|non_specific_error_handling
backend/src/data_banks/microcopy/clarification_phrases.any.json,databanks,16,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/connectors_microcopy.any.json,databanks,126,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/conversation_messages.any.json,databanks,437,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/creative_microcopy.any.json,databanks,150,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/disambiguation_microcopy.any.json,databanks,125,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/edit_error_catalog.any.json,databanks,128,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/editing_microcopy.any.json,databanks,328,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/editing_ux.any.json,databanks,144,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/extraction_recovery_messages.any.json,databanks,108,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/fallback_extraction_recovery.any.json,databanks,16,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/fallback_not_found_scope.any.json,databanks,16,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/fallback_processing.any.json,databanks,16,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/fallback_scope_empty.any.json,databanks,16,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/file_actions_microcopy.any.json,databanks,131,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/followup_suggestions.any.json,databanks,120,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/nav_microcopy.any.json,databanks,256,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/no_docs_messages.any.json,databanks,319,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/not_found_scope_messages.any.json,databanks,108,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/processing_messages.any.json,databanks,108,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/refusal_phrases.any.json,databanks,115,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/scope_empty_messages.any.json,databanks,108,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/scoped_not_found_messages.any.json,databanks,173,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/ui_intro_neutral.any.json,databanks,126,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/ui_next_step_suggestion.any.json,databanks,229,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/microcopy/ui_soft_close.any.json,databanks,181,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/negatives/denylist_terms.any.json,databanks,214,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/negatives/disambiguation_negatives.any.json,databanks,154,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/negatives/negation_and_exclusions.any.json,databanks,265,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/negatives/scope_negatives.any.json,databanks,167,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/negatives/test/hallucination_redflags.any.json,databanks,189,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/negatives/test/privacy_redflags.any.json,databanks,137,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/negatives/unsafe_patterns.any.json,databanks,138,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/negatives/weak_terms.any.json,databanks,200,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/abbreviations.any.json,databanks,541,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/casing_rules.any.json,databanks,161,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/currency_formats.any.json,databanks,129,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/doc_aliases.any.json,databanks,167,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/entity_aliases.any.json,databanks,128,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/filename_normalization.any.json,databanks,210,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/language_indicators.any.json,databanks,301,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/locale_formats.any.json,databanks,133,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/month_normalization.any.json,databanks,259,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/number_normalization.any.json,databanks,139,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/punctuation_rules.any.json,databanks,138,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/query_normalization.any.json,databanks,351,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/stopwords_query.any.json,databanks,226,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/synonym_expansion.any.json,databanks,371,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/tokenization_rules.any.json,databanks,277,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/units_normalization.any.json,databanks,127,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/normalizers/whitespace_rules.any.json,databanks,162,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/operators/allybi_docx_operators.any.json,databanks,244,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/operators/allybi_xlsx_operators.any.json,databanks,1014,18,C,non_specific_error_handling|weak_observability
backend/src/data_banks/operators/connector_operators.any.json,databanks,1251,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/operators/creative_operators.any.json,databanks,363,16,C,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/operators/delivery_operators.any.json,databanks,224,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/operators/editing_operators.any.json,databanks,14543,10,D,god_file_size|weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/operators/email_action_operators.any.json,databanks,119,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/operators/file_action_operators.any.json,databanks,668,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/operators/list_first_operators.any.json,databanks,16,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/operators/operator_collision_matrix.any.json,databanks,217,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/operators/operator_contracts.any.json,databanks,1509,15,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/operators/operator_examples.any.json,databanks,139,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/operators/operator_negatives.any.json,databanks,151,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/operators/operator_output_shapes.any.json,databanks,500,16,C,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/overlays/allybi_render_cards.any.json,databanks,27,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/overlays/discourse_markers.any.json,databanks,296,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/overlays/excel_shortcuts.any.json,databanks,36,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/overlays/followup_indicators.any.json,databanks,248,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/overlays/format_triggers.any.json,databanks,17,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/overlays/formatting_overlays.any.json,databanks,230,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/overlays/nav_triggers.any.json,databanks,17,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/overlays/retrieval_overlays.any.json,databanks,284,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/overlays/routing_overlays.any.json,databanks,233,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/overlays/scope_hints.any.json,databanks,325,15,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/overlays/ui_contracts.any.json,databanks,185,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/parsers/colors.en.any.json,databanks,72,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/parsers/colors.pt.any.json,databanks,72,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/parsers/docx_heading_levels.en.any.json,databanks,34,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/parsers/docx_heading_levels.pt.any.json,databanks,34,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/parsers/excel_chart_types.en.any.json,databanks,53,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/parsers/excel_chart_types.pt.any.json,databanks,50,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/parsers/excel_functions_pt_to_en.any.json,databanks,75,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/parsers/excel_number_formats.any.json,databanks,41,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/parsers/fonts.any.json,databanks,75,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/parsers/operator_catalog.any.json,databanks,1235,10,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/admin_controls.policy.any.json,databanks,164,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/allybi_connector_permissions.any.json,databanks,21,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/autopick_policy.any.json,databanks,18,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/clarification_policy.any.json,databanks,255,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/compliance_policy.any.json,databanks,158,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/connectors.policy.any.json,databanks,286,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/copyright_policy.any.json,databanks,165,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/creative.policy.any.json,databanks,201,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/debug_policy.any.json,databanks,203,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/policies/doc_access_policy.any.json,databanks,298,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/domain_policy.any.json,databanks,264,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/editing.policy.any.json,databanks,244,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/fallback_policy.any.json,databanks,174,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/policies/formatting_policy.any.json,databanks,279,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/global_system_policies.any.json,databanks,413,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/grounding_policy.any.json,databanks,243,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/hallucination_policy.any.json,databanks,243,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/logging_policy.any.json,databanks,295,16,C,non_specific_error_handling|weak_observability
backend/src/data_banks/policies/memory_policy.any.json,databanks,174,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/policies/nav_pills_policy.any.json,databanks,168,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/numeric_policy.any.json,databanks,265,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/policies/pii_policy.any.json,databanks,324,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/policy_manifest.any.json,databanks,172,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/policies/privacy_policy.any.json,databanks,281,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/privacy_redaction.policy.any.json,databanks,185,15,D,weak_contract_enforcement|non_specific_error_handling
backend/src/data_banks/policies/quote_policy.any.json,databanks,291,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/policies/rate_limit_policy.any.json,databanks,183,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
