file,subsystem,LOC,score_0_30,grade,main_issues
backend/src/data_banks/policies/refusal_policy.any.json,databanks,244,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/safety_policy.any.json,databanks,225,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/scope_policy.any.json,databanks,18,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/source_policy.any.json,databanks,217,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/terminology_policy.any.json,databanks,177,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/policies/tests/domain_policy_tests.any.json,databanks,174,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/tests/fallback_policy_tests.any.json,databanks,173,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/tests/formatting_policy_tests.any.json,databanks,211,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/tests/policy_regression.any.json,databanks,195,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/policies/tests/safety_privacy_tests.any.json,databanks,132,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/probes/excel_edit_regression.any.json,databanks,60,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/probes/failure_mode_tests.any.json,databanks,177,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/probes/fallback_probes.any.json,databanks,201,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/probes/formatting_probes.any.json,databanks,163,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/probes/hallucination_probes.any.json,databanks,278,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/probes/load_tests.any.json,databanks,151,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/probes/multilingual_probes.any.json,databanks,173,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/probes/numeric_probes.any.json,databanks,217,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/probes/parity_queries.any.json,databanks,267,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/probes/probes_manifest.any.json,databanks,105,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/probes/regression_queries.any.json,databanks,28,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/probes/routing_probes.any.json,databanks,166,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/probes/security_probes.any.json,databanks,142,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/probes/ui_probes.any.json,databanks,181,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/prompts/compose_answer_prompt.any.json,databanks,674,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/prompts/disambiguation_prompt.any.json,databanks,206,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/prompts/editing_task_prompts.any.json,databanks,191,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/prompts/fallback_prompt.any.json,databanks,138,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/prompts/mode_chat.any.json,databanks,21,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/prompts/mode_editing.any.json,databanks,21,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/prompts/policy_citations.any.json,databanks,21,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/prompts/prompt_registry.any.json,databanks,183,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/prompts/rag_policy.any.json,databanks,21,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/prompts/retrieval_prompt.any.json,databanks,195,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/prompts/system_base.any.json,databanks,21,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/prompts/system_prompt.any.json,databanks,356,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/prompts/task_answer_with_sources.any.json,databanks,41,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/prompts/task_plan_generation.any.json,databanks,38,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/prompts/tool_prompts.any.json,databanks,433,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/quality/allybi_eval_fixtures.any.json,databanks,54,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/quality/connectors_quality.any.json,databanks,234,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/quality/creative_quality.any.json,databanks,226,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/quality/dedupe_and_repetition.any.json,databanks,152,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/quality/doc_grounding_checks.any.json,databanks,192,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/quality/edit_quality.any.json,databanks,187,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/quality/hallucination_guards.any.json,databanks,216,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/quality/numeric_integrity_rules.any.json,databanks,196,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/quality/pii_field_labels.any.json,databanks,22,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/quality/privacy_minimal_rules.any.json,databanks,164,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/quality/quality_gates.any.json,databanks,436,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/quality/refusal_phrases.any.json,databanks,26,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/quality/response_contract.any.json,databanks,156,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/quality/training/intent_training.jsonl,databanks,652,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/quality/training/multi_intent.jsonl,databanks,130,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/reports/coverage.docx.md,databanks,117,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/reports/coverage.excel.md,databanks,113,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/retrieval/diversification_rules.any.json,databanks,230,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/retrieval/doc_title_boost_rules.any.json,databanks,277,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/retrieval/doc_type_boost_rules.any.json,databanks,193,15,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/retrieval/evidence_packaging.any.json,databanks,291,16,C,non_specific_error_handling|weak_observability
backend/src/data_banks/retrieval/keyword_boost_rules.any.json,databanks,228,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/retrieval/recency_boost_rules.any.json,databanks,217,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/retrieval/retrieval_negatives.any.json,databanks,222,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/retrieval/retrieval_ranker_config.any.json,databanks,233,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/retrieval/semantic_search_config.any.json,databanks,317,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/retrieval/source_engine.any.json,databanks,455,17,C,non_specific_error_handling
backend/src/data_banks/retrieval/table_extraction_rules.any.json,databanks,237,16,C,non_specific_error_handling|weak_observability
backend/src/data_banks/routing/allybi_intents.any.json,databanks,199,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/routing/answer_mode_router.any.json,databanks,265,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/routing/connectors_routing.any.json,databanks,370,18,C,non_specific_error_handling|weak_observability
backend/src/data_banks/routing/creative_routing.any.json,databanks,390,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/routing/docx_editing_routing_ext.any.json,databanks,904,11,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/routing/editing_routing.any.json,databanks,803,19,C,non_specific_error_handling|weak_observability
backend/src/data_banks/routing/email_routing.any.json,databanks,287,18,C,non_specific_error_handling|weak_observability
backend/src/data_banks/routing/followup_detection.any.json,databanks,161,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/routing/intent_config.any.json,databanks,269,18,C,non_specific_error_handling|weak_observability
backend/src/data_banks/routing/intent_patterns.any.json,databanks,587,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/routing/intent_transition_rules.any.json,databanks,225,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/routing/nav_pills_operators.any.json,databanks,60,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/routing/operator_aliases.any.json,databanks,352,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/routing/operator_constraints.any.json,databanks,337,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/routing/operator_discovery_rules.any.json,databanks,104,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/routing/operator_families.any.json,databanks,508,18,C,non_specific_error_handling|weak_observability
backend/src/data_banks/routing/operator_priority.any.json,databanks,38,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/routing/operator_reason_code_map.any.json,databanks,217,15,D,weak_contract_enforcement|non_specific_error_handling
backend/src/data_banks/routing/operator_signals.any.json,databanks,168,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/routing/query_rewrite.any.json,databanks,242,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/routing/routing_operator_tiebreakers.any.json,databanks,47,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/routing/routing_priority.any.json,databanks,196,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/routing/sheets_editing_routing_ext.any.json,databanks,667,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/routing/source_selection_routing.any.json,databanks,216,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/routing/tool_router.any.json,databanks,289,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/schemas/attachment_schema.any.json,databanks,280,17,C,non_specific_error_handling|weak_observability
backend/src/data_banks/schemas/bank_schema.any.json,databanks,116,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/schemas/candidate_filters_schema.any.json,databanks,286,16,C,non_specific_error_handling|weak_observability
backend/src/data_banks/schemas/connectors.schema.json,databanks,577,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/schemas/creative.schema.json,databanks,297,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/schemas/editing.schema.json,databanks,763,13,D,non_specific_error_handling|weak_observability
backend/src/data_banks/schemas/evidence_schema.any.json,databanks,299,16,C,non_specific_error_handling|weak_observability
backend/src/data_banks/schemas/retrieval_output_schema.any.json,databanks,271,16,C,non_specific_error_handling|weak_observability
backend/src/data_banks/schemas/rich_message.schema.json,databanks,391,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/schemas/router_input_schema.any.json,databanks,331,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/schemas/scope_output_schema.any.json,databanks,280,16,C,non_specific_error_handling|weak_observability
backend/src/data_banks/scope/active_doc_rules.any.json,databanks,20,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/scope/allybi_docx_resolvers.any.json,databanks,79,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/scope/allybi_xlsx_resolvers.any.json,databanks,49,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/scope/candidate_filters.any.json,databanks,21,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/scope/scope_resolution.any.json,databanks,323,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/allybi_capabilities.any.json,databanks,116,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/allybi_chart_spec_bank.any.json,databanks,61,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/allybi_crossdoc_grounding.any.json,databanks,33,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/allybi_formula_bank.any.json,databanks,54,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/capabilities_catalog.any.json,databanks,254,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/chunking_rules.any.json,databanks,19,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/domain_detection.any.json,databanks,1720,11,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/domain_ontology.any.json,databanks,598,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/entity_semantics.any.json,databanks,252,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/excel_formula_catalog.any.json,databanks,64,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/format_semantics.any.json,databanks,311,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/intent_semantics.any.json,databanks,212,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/layout_signals.any.json,databanks,167,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/numeric_semantics.any.json,databanks,207,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/pdf_semantics.any.json,databanks,205,15,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/section_heading_patterns.any.json,databanks,225,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/semantics_tests.any.json,databanks,105,16,C,non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/spreadsheet_semantics.any.json,databanks,211,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/stopwords_docnames.any.json,databanks,210,17,C,non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/table_extraction_rules.any.json,databanks,19,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/terminology_domains.any.json,databanks,1139,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/semantics/time_semantics.any.json,databanks,192,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/state/conversation_state_schema.any.json,databanks,275,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/state/memory_decay_rules.any.json,databanks,236,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/state/state_debug_policy.any.json,databanks,139,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/state/state_update_rules.any.json,databanks,331,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/templates/chart_blueprints.any.json,databanks,133,19,C,non_specific_error_handling|weak_observability
backend/src/data_banks/templates/edit_rationale_templates.any.json,databanks,157,14,D,non_specific_error_handling|weak_observability
backend/src/data_banks/templates/proof_templates.any.json,databanks,129,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/templates/slide_blueprints.any.json,databanks,199,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/tests/collision_cases.any.json,databanks,454,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/tests/intent_cases.docx.en.any.json,databanks,2867,9,D,god_file_size|weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/tests/intent_cases.docx.pt.any.json,databanks,2497,9,D,god_file_size|weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/tests/intent_cases.excel.en.any.json,databanks,3228,11,D,god_file_size|non_specific_error_handling|weak_observability
backend/src/data_banks/tests/intent_cases.excel.pt.any.json,databanks,1445,13,D,non_specific_error_handling|weak_observability
backend/src/data_banks/tests/negatives_regression.any.json,databanks,326,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/tests/normalization_tests.any.json,databanks,297,15,D,non_specific_error_handling|weak_observability
backend/src/data_banks/tests/retrieval_tests.any.json,databanks,400,17,C,non_specific_error_handling|weak_observability
backend/src/data_banks/triggers/allybi_language_triggers.any.json,databanks,179,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/triggers/domain_triggers.any.json,databanks,494,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/triggers/format_triggers.any.json,databanks,227,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/triggers/intent_triggers.any.json,databanks,435,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/triggers/language_triggers.any.json,databanks,223,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/triggers/nav_triggers.any.json,databanks,154,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/data_banks/triggers/operator_triggers.any.json,databanks,215,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/docs/PARAGRAPH_EDIT_QUALITY_REPORT.md,backend.other,412,17,C,non_specific_error_handling
backend/src/docs/PRISMA_CHAT_ARCHITECTURE.md,backend.other,40,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/docs/PROMPT_ARCHITECTURE.md,backend.other,57,16,C,non_specific_error_handling|weak_observability
backend/src/docs/SECURITY_AUDIT.md,backend.other,322,18,C,runtime_side_effects|non_specific_error_handling
backend/src/docs/SYSTEM_PROMPT_AUDIT_2026-02-19.md,backend.other,163,17,C,non_specific_error_handling
backend/src/docs/telemetry.md,backend.other,233,21,B,
backend/src/queues/document.queue.ts,backend.other,1622,15,D,weak_contract_enforcement|runtime_side_effects
backend/src/routes/adminTelemetry.routes.ts,backend.routes,193,17,C,runtime_side_effects|non_specific_error_handling
backend/src/routes/auth.routes.ts,backend.routes,447,17,C,runtime_side_effects
backend/src/routes/chat.routes.ts,backend.routes,1043,18,C,runtime_side_effects
backend/src/routes/editing.routes.ts,backend.routes,54,12,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/routes/slidesStudio.routes.ts,backend.routes,1048,15,D,weak_contract_enforcement|runtime_side_effects
backend/src/routes/telemetry.routes.ts,backend.routes,219,18,C,runtime_side_effects
backend/src/server.ts,backend.other,342,16,C,weak_contract_enforcement|runtime_side_effects
backend/src/services/admin/answerQuality.service.ts,backend.other,361,17,C,weak_contract_enforcement|non_specific_error_handling
backend/src/services/admin/live.service.ts,backend.other,208,17,C,weak_contract_enforcement|runtime_side_effects
backend/src/services/admin/llmCost.service.ts,backend.other,297,16,C,weak_contract_enforcement
backend/src/services/admin/patterns.service.ts,backend.other,404,14,D,weak_contract_enforcement|runtime_side_effects|non_specific_error_handling
backend/src/services/admin/queries.service.ts,backend.other,386,16,C,weak_contract_enforcement|non_specific_error_handling
backend/src/services/admin/queryTrace.service.ts,backend.other,434,16,C,weak_contract_enforcement
backend/src/services/app/adminTelemetryApp.service.ts,backend.other,1381,13,D,weak_contract_enforcement|runtime_side_effects|non_specific_error_handling
backend/src/services/app/chatApp.service.ts,backend.other,345,15,D,runtime_side_effects|non_specific_error_handling|weak_observability
backend/src/services/chat/chatKernel.service.ts,backend.chat.runtime,99,19,C,weak_contract_enforcement
backend/src/services/chatRuntime.contracts.ts,backend.other,161,17,C,non_specific_error_handling
backend/src/services/chatRuntime.service.ts,backend.chat.runtime,18425,12,D,god_file_size|runtime_side_effects|critical_file_low_test_directness
backend/src/services/config/fallbackConfig.service.ts,backend.other,319,15,D,runtime_side_effects
backend/src/services/config/index.ts,backend.other,6,16,C,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/services/config/promptConfig.service.ts,backend.other,1518,15,D,runtime_side_effects
backend/src/services/connectors/gmail/gmailOAuth.service.ts,backend.other,484,16,C,runtime_side_effects|weak_observability
backend/src/services/connectors/outlook/outlookOAuth.service.ts,backend.other,367,15,D,runtime_side_effects|weak_observability
backend/src/services/core/banks/bankLoader.service.ts,backend.banks,370,21,B,runtime_side_effects
backend/src/services/core/banks/dataBankLoader.service.ts,backend.banks,712,19,C,
backend/src/services/core/compose/answerComposer.service.ts,backend.other,710,15,D,weak_contract_enforcement|non_specific_error_handling
backend/src/services/core/compose/answerEngine.service.ts,backend.other,680,16,C,weak_contract_enforcement|non_specific_error_handling
backend/src/services/core/compose/microcopyPicker.service.ts,backend.other,446,14,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/services/core/enforcement/contentGuard.service.ts,backend.other,847,15,D,weak_contract_enforcement|runtime_side_effects
backend/src/services/core/enforcement/fallbackEngine.service.ts,backend.other,665,17,C,non_specific_error_handling|weak_observability
backend/src/services/core/enforcement/responseContractEnforcer.service.ts,backend.other,434,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/services/core/enforcement/trustGate.service.ts,backend.other,443,17,C,runtime_side_effects
backend/src/services/core/execution/actionHistory.service.ts,backend.other,170,12,D,weak_contract_enforcement|runtime_side_effects|non_specific_error_handling|weak_observability
backend/src/services/core/execution/emailComposeExtractor.service.ts,backend.other,216,13,D,weak_contract_enforcement|non_specific_error_handling|weak_observability
backend/src/services/core/execution/fileActionExecutor.service.ts,backend.other,1415,15,D,runtime_side_effects
backend/src/services/core/extraction/entityExtractor.service.ts,backend.other,395,14,D,weak_contract_enforcement|weak_observability
backend/src/services/core/handlers/editHandler.service.ts,backend.other,280,21,B,
backend/src/services/core/index.ts,backend.other,60,16,C,weak_contract_enforcement|non_specific_error_handling|weak_observability
